ID do Cliente,Tipo de Cliente,Data da Venda,ID do Carro Vendido,Marca do Carro,Ano de Fabricação do Carro,Quilometragem do Carro no Momento da Venda,Tipo de Combustível,Tipo de Transmissão,Preço de Venda (R$),Forma de Pagamento,Status do Pagamento,Histórico de Aluguel (se aplicável),ID do Contrato de Aluguel Anterior (se aplicável),Desconto para Ex-cliente de Aluguel (%),Cancelamento da Venda,Motivo do Cancelamento (se aplicável),Coerente
56037,B2C,05 de September de 2022,883548,nissan,2012,230823,DIeSEL,MaNuAL,72948.61,FINaNCiaMEntO,em AnDAMenTO,sim,51821.0,10,NÃO,,True
60184,b2B,05 de February de 2023,112296,ToyOTa,2019,76795,eLÉtrIco,mANuaL,110263.78,FinaNcIameNto,eM AndAMENTO,nÃo,,0,sIm,cLiENTE desisTiu,True
84309,B2b,20 de January de 2022,829711,voLkSWagEN,2020,69178,ElétRiCo,AUtOmátIcA,116067.14,CArTÃo DE CRédITo,CoMpLeTO,Sim,16314.0,10,NÃo,,True
59573,B2c,2022-07-05,812292,hOnDA,2020,67578,HÍbRido,AUtOmÁtICA,122175.94,FInaNciaMeNto,EM anDaMeNTo,Nao,,0,SiM,clIenTe DESisTIU,True
28402,b2B,04/04/2023,429332,cHEVrOLEt,2013,170166,HÍBrIdo,aUtomÁTicA,72948.61,cartãO De CRéDito,cOmplEtO,nÃo,,0,nãO,,True
33411,B2C,01/06/2023,502446,HYUndAi,2013,191557,ElÉtRICo,MAnUal,76788.01,finANciAMeNTo,Em ANdAmENtO,SIm,33413.0,10,Nao,,True
75637,B2B,13 de July de 2024,200157,HyundAI,2017,124618,EletriCO,MAnUAl,89561.76,TraNSFERÊnciA BaNcÁrIa,COmPLETO,NÃo,,0,NãO,,True
27693,b2b,2024-02-25,718839,foRD,2020,63015,elétrICo,manuAL,116067.14,TrAnsFerÊNCia BANCáriA,CoMpLeTo,NãO,,0,SiM,PRobLemA NA dOcUMENTaÇÃO,True
36843,B2c,08/02/2024,255584,voLksWAGen,2017,107948,diesel,manUaL,94275.53,CartÃO de créDiTO,comPlEtO,nÃO,,0,siM,PrObLEMa Na docuMentaÇao,True
29711,B2c,02 de October de 2023,682331,nissan,2016,120491,eLéTRiCo,MANUal,89561.76,FINAnCIaMeNTO,eM aNDAmEnTO,nÃo,,0,nÃO,,True
74830,b2b,25 de April de 2024,317979,HondA,2021,51819,gAsolina,AUTOMátIca,122175.94,FInAnCiaMENto,Em aNDaMENto,SiM,22068.0,10,N,,True
29501,B2b,03/01/2024,551783,FoRd,2011,225702,eLÉTricO,manual,65836.12,TraNSFerêNcIA BaNcáriA,CoMPLeTO,nÃO,,0,siM,PROBlEmA NA doCumenTAçaO,True
77672,b2c,2023-09-06,505356,hYuNDAI,2018,90523,hÍbRiDO,AuTomáTicA,110263.78,tranSfErÊNCiA bAnCÁria,CoMpLeTo,SiM,35894.0,15,SIM,prOBlEMa NA DoCumeNtAÇãO,True
56684,B2b,03/12/2023,326065,ChEVroLeT,2017,132291,ELéTrIco,AuToMÁtIcA,89561.76,FINANciAMeNTo,EM andAmenTo,nÃO,,0,SiM,fINancIAmenTo NeGadO,True
83893,b2B,08 de August de 2024,245808,vOLKswAgEn,2013,196692,gasOlINA,MANUaL,72948.61,TraNsfErÊNcIa BaNcÁRIa,ComPlETO,NÃO,,0,nÃO,,True
11780,b2B,16 de September de 2024,900650,NisSaN,2016,144117,dieSel,AUtomÁTiCa,85083.67,cArTÃO De cRédiTo,CoMpLETO,siM,42507.0,5,SIM,pROBLema na dOcuMEntAçao,True
33357,B2b,2024-07-18,857553,hONDA,2020,72128,ELÉTriCO,auTomátICa,116067.14,CArTÃo dE CrédiTO,completO,nÃO,,0,nãO,,True
56553,b2C,2024-07-10,438091,VolKSwAGen,2018,100780,dieSeL,AUTomÁtICa,99237.41,fINANcIAMeNto,em AndaMEnto,N,,0,SIm,CLientE deSIStiu,True
6046,b2C,23/06/2024,523218,tOyOta,2017,128909,GasOLiNa,maNuAL,94275.53,finAnCiamEnTO,em anDaMEnTo,NÃo,,0,nãO,,True
93198,b2b,08 de November de 2023,552193,hyUNDAi,2017,116738,GASolInA,AutomáticA,89561.76,FINanCiaMEnTo,Em AnDaMENtO,Sim,35822.0,10,nao,,True
35217,B2c,06 de February de 2023,400485,tOYotA,2020,72822,ElétRico,MANuAl,122175.94,FiNAnCiAmenTo,Em ANDAmeNTo,NÃO,,0,SIm,pRoBLEMa na doCumEntAçÃO,True
34999,B2C,12/01/2022,907241,HYunDai,2010,243937,eLÉtRiCo,MaNuAl,65836.12,TrAnsFErêNCia baNcÁrIA,COMPLeTO,sIm,27922.0,5,SIm,fINanciaMENto NegadO,True
59608,b2c,12 de March de 2024,234750,VOlksWagen,2011,208500,diEsel,MaNuAL,69301.18,finaNciAMeNTO,eM andaMENTO,SIm,28173.0,15,SIm,cliENTe DeSisTIu,True
62370,B2B,2024-05-25,374596,NiSsAN,2012,191942,eLÉTRICo,Manual,69301.18,carTÃo dE CréDiTO,coMpLetO,NÃo,,0,sim,problEMA nA DOCuMENTaÇaO,True
9007,b2c,13 de July de 2023,899536,tOYOta,2010,237037,hÍbRiDo,maNUAl,65836.12,cArTão de CRÉdito,comPLeTo,NãO,,0,NÃO,,True
87383,B2B,18/11/2022,883942,nIsSan,2014,151375,DieSEl,AUtOmÁtIca,76788.01,TraNsfErência bAncÁria,cOMpLetO,sIm,43559.0,15,sim,financIAMento NEGADO,True
55379,B2B,05 de June de 2024,994781,nissAn,2015,175547,DIesEL,ManuaL,80829.49,FINANcIAmENto,EM andameNtO,SIM,20001.0,15,siM,CLienTe desiStIU,True
95105,b2b,05 de December de 2023,751987,Ford,2015,147894,gasoLINA,MaNUAl,80829.49,CarTãO dE crédiTO,COmPleTo,nÃo,,0,nãO,,True
88838,b2b,04 de July de 2023,289093,ChEvROlET,2012,207011,dIesel,MAnUAL,69301.18,tRANsfeRêNCia bANCÁriA,CompLeTO,nÃo,,0,Não,,True
12608,b2c,08/03/2024,503113,HOnDA,2010,233244,gASOLINA,aUtoMáTiCA,65836.12,FinANciAMento,EM AnDAMenTo,nÃo,,0,SIm,FinaNCIamEnTO nEGaDO,True
57619,B2c,03/04/2022,588180,hyundaI,2014,154458,DIEsel,auTOmáTica,80829.49,cArTÃO DE CrédItO,CoMPletO,Nao,,0,SIM,cLIenTe dEsiSTIu,True
49910,B2b,26/01/2022,607298,vOlKSwaGEN,2012,200783,hibRiDO,AuToMáTICa,69301.18,caRTÃo dE CréDIto,compLEto,Não,,0,Nao,,True
96879,b2b,12 de January de 2024,197790,FoRD,2011,229151,EléTriCo,AutOmÁtica,65836.12,fiNANCIAmEnto,EM AndaMENTO,Não,,0,sIm,clIENte dESiStiu,True
37221,B2b,02 de February de 2023,364831,FOrD,2016,132312,EleTriCo,autOMátiCa,85083.67,tranSFERêncIa BAnCÁRiA,cOMplEto,NÃO,,0,Sim,cliENtE DEsIStiu,True
16904,B2B,01 de July de 2023,762387,volkswaGEn,2013,184958,ELeTRiCo,AutOMátiCA,72948.61,TRANSFErênCIA BancÁRia,CoMPleto,Não,,0,SIm,FINANCIAMentO NeGaDo,True
62731,B2c,09/02/2022,220983,chevROlET,2021,45978,hÍbrido,aUTomátICa,128606.25,fInANCIAmEnTo,Em andamento,nÃo,,0,SIm,problEMA na dOcUMENtAçÃo,True
60023,B2C,28/07/2023,595537,hoNda,2012,228065,GasolIna,MANUal,72948.61,CaRtãO de cRÉdito,coMPLeTO,sIM,71569.0,10,N,,True
25717,B2c,10 de January de 2023,506422,Toyota,2015,165144,DIESel,AUTOMÁTica,85083.67,FiNanCiAMenTO,EM AnDAMENtO,NÃO,,0,nÃO,,True
90590,b2B,12 de November de 2022,437896,NIsSAn,2016,136457,GasoLiNa,MANUaL,85083.67,TRAnsfeRÊNCIA bAncÁRiA,CoMPlEto,sim,30060.0,10,NÃo,,True
92954,B2B,2022-03-25,682371,fORD,2017,139997,HÍbrido,aUtomática,89561.76,FInAnciAmeNtO,Em anDAmeNTO,SIM,5304.0,5,nÃO,,True
15534,b2b,2022-05-21,547494,HyUNDAI,2010,248939,elÉtrico,maNUAL,62544.32,FInAnCIameNTo,eM ANDamENtO,siM,18917.0,5,nÃO,,True
29037,b2C,20/12/2022,750247,forD,2017,128625,HÍBrIdo,AUTomÁTIca,94275.53,TRANSFeRÊnCIa baNCárIa,coMplETO,NÃo,,0,SiM,CLiEntE dESiStiU,True
62074,B2c,27/09/2022,916333,hoNDa,2018,92699,HíBrido,AUtoMÁTICa,110263.78,TRaNSfeRÊnCIa BANcÁrIA,comPLetO,N,,0,Sim,PrObLEmA Na DOCUmENtAçãO,True
35574,B2C,07 de October de 2022,572753,nissAN,2010,269859,GASOLiNA,auTOmáTica,65836.12,carTao De credIto,ComPLEtO,nÃo,,0,Não,,True
50285,b2c,2023-08-16,666367,NIsSAN,2018,93737,gasoLinA,MaNual,110263.78,TranSFeRÊNCia banCÁria,cOmplETo,Sim,6694.0,10,NãO,,True
96823,B2B,19/04/2022,864125,NiSsAn,2015,159858,gAsOLInA,maNUAl,80829.49,CaRTãO de cRéDiTO,COmPLeto,NÃo,,0,N,,True
57464,B2B,2023-01-06,948462,fORd,2011,236512,ElétRIcO,AUToMÁTIca,65836.12,fiNANCIAmEnTo,eM andAmentO,NÃO,,0,SIM,pROBLemA nA dOcUMentAção,True
11830,B2B,15 de April de 2024,254367,niSsaN,2010,242966,ElÉTrIco,AUTOmáTIca,62544.32,cArtãO dE cRédITo,CoMpleTo,nÃo,,0,nÃO,,True
9524,B2c,26/01/2024,838727,nISSaN,2015,148507,elétrICO,AuTOmÁTiCa,85083.67,traNSFErÊNCIa BaNcáRIa,COMPleTO,nãO,,0,SIM,ClieNTe DEsISTiU,True
12467,b2C,03/03/2022,258558,ChEVROlEt,2017,107510,ELéTricO,ManuaL,94275.53,TrAnsfERêNCiA bAnCÁRIA,coMpLETO,SIm,42384.0,15,sim,fInaNcIameNto negaDO,True
82296,B2B,2023-03-03,632723,forD,2019,89632,HíBRIdo,AuTOmÁTiCA,110263.78,tRaNsfeRêNCiA BaNCÁriA,cOmPLeto,Não,,0,Sim,financiamENto NEgado,True
4335,b2C,04/10/2023,460524,nisSaN,2010,218699,ElÉtrIco,MaNUAL,65836.12,fInANCiamentO,em ANdAmENto,NÃo,,0,Não,,True
63256,B2B,2022-04-17,122902,hyuNDAI,2022,34702,diEsEL,maNUal,128606.25,fINaNciAmenTo,em AnDamENTo,nÃo,,0,nãO,,True
44796,B2c,2022-02-13,472890,cHevrolEt,2021,46473,GASOliNA,auTOMátiCa,128606.25,CaRTão DE crédiTO,CompleTO,naO,,0,SiM,PROBlema NA DocumenTAção,True
15846,B2b,23/09/2022,831594,hondA,2012,186861,dIeseL,AUTOmáTica,69301.18,fINANCiamentO,eM ANdAmenTO,siM,15335.0,10,nãO,,True
26763,b2C,13 de May de 2023,556610,foRd,2014,185094,ELÉtRiCo,AUTOmÁTIca,80829.49,TrAnSFeRêNCIA bAnCÁriA,cOMpLetO,N,,0,Não,,True
45441,B2b,2023-04-27,927763,chevrOlet,2016,125211,ELéTRicO,MANuAL,85083.67,fInAnCIAmento,eM AnDAMento,nÃo,,0,SIm,pROblEMA Na doCumenTAÇao,True
26208,b2c,06 de February de 2024,738690,cHeVRoLeT,2010,211822,híBRiDo,AutOMÁTIca,65836.12,fiNAnCiaMEntO,em ANdAmEnto,Sim,60542.0,15,NÃO,,True
85428,B2B,19/05/2023,838510,HoNDA,2021,59264,hÍBrIdO,ManUAl,122175.94,caRtÃo de CRédito,CoMpleTO,sIM,81826.0,5,nÃO,,True
42808,B2c,06/02/2022,398408,fORD,2022,34056,dieSel,AUTOmÁtIca,135375.0,cartão dE CrédIto,cOmPLEto,SIm,32697.0,15,SIM,fiNaNCIameNtO NeGADO,True
71279,b2c,27 de May de 2022,289828,ChEvrOlEt,2014,154038,GAsOlinA,autoMáTica,80829.49,TrANsFErÊNCIa BANCÁRiA,coMPlEtO,nÃO,,0,SIm,clIente DEsIsTIU,True
58427,B2b,15 de March de 2023,802818,nISSAn,2018,90889,dieSeL,AutoMátICA,104750.59,TraNSfErêncIa banCÁRIa,CoMPleto,nao,,0,sim,ClIenTE DESIsTiu,True
55181,B2c,09/10/2023,459112,VOlKswagEn,2014,154367,hÍbRIdo,MANuAL,80829.49,CArTao dE creditO,CoMPleTo,nÃO,,0,nãO,,True
40671,B2C,29 de October de 2022,945842,hoNDA,2019,94523,GaSOLINA,MANUAL,116067.14,cartãO De créDITo,CoMplETo,nÃO,,0,N,,True
10309,B2b,22/05/2024,336462,hyUNDAI,2019,84279,híBRIdO,mANuAL,110263.78,trANsFERênCIa BaNCÁriA,coMpLEto,nÃO,,0,siM,PRoblEMA na DOcumEntaçao,True
47717,B2c,22/01/2022,944734,ford,2011,205567,elétricO,mANuAL,69301.18,TRansfeRÊNciA bAncáRiA,coMPLeTo,nÃo,,0,NãO,,True
76966,b2B,11 de February de 2023,339789,ToyOtA,2011,221162,eléTRico,autoMátICA,65836.12,FInAnCiaMEnTO,em ANdAMeNTo,NÃO,,0,Não,,True
73095,B2B,20/09/2024,955972,tOyota,2010,244680,hÍbriDO,auTOMÁtICa,62544.32,fINANCiAmENto,EM andAmeNTO,NãO,,0,Nao,,True
50161,b2c,2022-10-24,308219,HyuNdaI,2022,32499,gASOlIna,MANUAl,135375.0,tRaNsfERÊNcIA BAncÁrIa,COMPLeTo,siM,80565.0,15,NÃo,,True
46627,b2c,2024-01-24,506829,NISSan,2014,164035,hÍBRIDo,manUAL,80829.49,finaNCiamENTO,Em anDaMentO,Não,,0,sIM,cLIenTE deSiSTIU,True
90293,B2b,2022-10-02,595539,NIsSan,2014,169991,gaSoLINa,MaNuaL,76788.01,finanCIaMeNtO,eM ANdAmeNTO,N,,0,nÃo,,True
20494,B2B,24/10/2023,552175,fORD,2014,164212,HíBrIdO,AUTOMáTiCA,76788.01,fiNAnciAMentO,eM anDamENTO,NãO,,0,nÃO,,True
63318,B2C,20/07/2022,191295,nisSAN,2017,118364,elétrico,mANuAl,94275.53,cartão dE cRéDIto,COMpLeTO,NÃO,,0,Sim,CLiEnTE DEsIsTiu,True
31525,B2B,2024-07-07,464084,hONda,2019,81764,dieseL,MAnUaL,110263.78,CARTaO dE CRÉDITO,COmPlEto,nao,,0,N,,True
76136,b2c,12/03/2023,857583,voLksWaGEn,2019,79995,GASoLina,maNual,116067.14,caRtÃO De crÉDITo,comPLETO,Nao,,0,nãO,,True
25856,b2c,08 de June de 2023,845103,FOrD,2021,58590,dIeseL,aUtomÁtICa,128606.25,TRanSfERÊnCIA BANCáRia,comPLetO,nãO,,0,SiM,PRObleMA nA DOcUMENTAçÃO,True
80991,B2c,04/07/2022,378038,ToYOTA,2016,124321,DIEsel,mAnUAl,89561.76,TraNSFERÊncIA BANCÁRIA,complEto,naO,,0,nãO,,True
24216,b2C,31 de January de 2023,383655,TOyOta,2010,251555,ELÉtRiCO,manuAl,65836.12,CarTÃo dE cRÉdiTo,COMPLeTO,NÃO,,0,Sim,fiNaNCiAMEntO NegadO,True
18184,B2C,2023-12-09,144356,VoLKsWAGEN,2016,132106,HÍBriDo,mANUaL,89561.76,fINAnCIAMEnto,Em AndAMENtO,NÃo,,0,SIM,FiNANcIAmeNto nEGaDo,True
36894,B2C,21/11/2023,104978,TOyotA,2019,91137,hÍBridO,AuToMáTicA,116067.14,fINaNCIaMentO,EM ANDamenTo,N,,0,nÃO,,True
9739,B2C,2023-02-17,529674,VoLkSwagEN,2012,185952,gAsOlINA,maNuaL,72948.61,fInancIameNTo,eM ANDamEntO,sIM,62690.0,10,nãO,,True
6096,b2C,24/09/2022,778417,TOYota,2013,206585,dIesEl,AuTOmátiCA,76788.01,cArtÃO de cRéDITo,CompLeto,NÃO,,0,sIM,PRoblEma nA DocUmeNtAçãO,True
89353,B2B,12/06/2022,965192,tOYOTA,2020,64871,GaSOlInA,AutoMÁTiCa,116067.14,trANsfeRêNCiA baNCÁria,cOmpLeTO,Sim,15450.0,5,NãO,,True
27573,b2C,2022-10-19,281915,tOYOTA,2010,210073,gAsoLIna,AUTomátICA,65836.12,cartão de CrédIto,coMpLEto,siM,22621.0,10,nÃO,,True
80935,B2c,18 de March de 2024,848373,nisSAn,2021,53153,gASOLINa,autOMáTICa,128606.25,fiNaNCIAMEnTO,EM AndAMeNTO,NÃO,,0,SIM,ClieNte DESISTiU,True
55687,B2C,2022-06-19,967569,VoLKswAGeN,2021,59633,gASOlIna,mAnuAl,128606.25,traNsFerênciA baNCárIA,COMPLeTO,nÃO,,0,nãO,,True
28378,B2B,15/03/2022,576346,tOyOta,2016,139688,híBridO,manUaL,85083.67,fInAnCiaMeNtO,em andameNtO,Não,,0,NÃo,,True
32788,B2C,20 de February de 2024,201227,CHEvrolET,2021,48898,gaSoLInA,ManUaL,128606.25,FinanciAMEnto,Em ANDamentO,NãO,,0,nÃO,,True
60428,b2C,07/03/2024,328962,HonDa,2018,99478,ELétrICO,auToMáTicA,110263.78,cArTÃO de CRÉDItO,ComPLETO,nÃO,,0,NãO,,True
72927,b2c,06 de August de 2024,586814,hYuNdAI,2015,142544,hÍbRIdo,mAnuAl,85083.67,FInANciAmeNTO,eM aNDaMentO,nÃo,,0,sim,ProBLEma na doCuMeNTAÇãO,True
29129,b2c,11 de August de 2023,964535,chEVRolET,2021,57932,GasolINa,auTomÁtIca,128606.25,CaRTão De cRÉdITo,ComPleto,SIm,21305.0,10,N,,True
18548,b2C,14 de November de 2022,490580,volksWaGEn,2015,140995,eLétriCO,maNuaL,85083.67,finanCiaMeNtO,EM andameNto,nÃo,,0,SIM,fiNaNCiaMEnTO NegadO,True
69251,b2C,13/08/2023,924252,cHEvRolet,2019,86042,elÉtrIco,AuTOmáTIcA,116067.14,finanCIAmEntO,EM aNdAMEnTO,sIM,11476.0,5,NÃO,,True
61239,B2c,06/11/2022,607504,TOYoTa,2013,203204,hiBrido,mAnual,76788.01,FinancIaMENTO,EM ANDaMenTo,NÃo,,0,sim,pRoblEmA NA DoCUmeNtAçÃo,True
17651,B2B,12/10/2023,206619,honda,2022,39692,DiEseL,MAnUaL,128606.25,tRanSfErênciA baNcáriA,CoMPleto,NãO,,0,Não,,True
19514,B2b,2023-09-19,445624,FOrD,2018,116762,ELéTRiCO,MAnUAL,94275.53,cArTão De cRéDITO,cOMpLETo,siM,48152.0,10,Sim,fiNANcIamenTO nEgAdO,True
84222,B2B,16 de December de 2022,431016,NiSSan,2022,33186,eLÉtrIco,mAnuAL,128606.25,CArtaO De cRÉdITO,ComPLETO,siM,14859.0,5,SiM,PROblemA NA DOcUMeNtaÇaO,True
50923,b2c,24/06/2023,318861,hoNdA,2014,166850,ElÉTRICO,auToMáTIcA,80829.49,tRanSfERêNCiA bAncÁRia,CoMpLETO,Não,,0,nãO,,True
67679,b2C,2024-07-17,411762,ToyoTA,2012,233058,dIeSEL,aUtOMÁtiCa,72948.61,carTÃo De cRéDiTO,COMPLETo,NÃo,,0,nÃO,,True
19691,b2B,2023-01-31,442397,ChEvrOLEt,2021,45830,gaSoLINA,autOmáTiCa,122175.94,CaRTÃO De créDIto,cOMpleTO,Não,,0,sIM,fINancIameNTO NEgaDO,True
12461,b2b,2024-04-25,163234,ChEVROlEt,2013,216415,ELétRIcO,manuAL,72948.61,tRansFERênCIa bANcÁriA,cOmPlETo,NÃO,,0,sIm,proBlEma NA dOcumentaÇÃo,True
59913,B2B,2023-07-24,910689,HyuNDaI,2011,232334,elÉTriCO,auTomÁTICa,65836.12,fiNANCIAMeNTo,EM andamento,Sim,78585.0,15,SIM,FiNanciamEnto NegADO,True
42042,B2b,01 de February de 2022,961310,FORD,2010,271008,ElÉtrIcO,MANuAL,62544.32,tRanSFErÊNCia banCÁRia,comPlETO,NÃO,,0,NÃo,,True
63974,b2c,2022-03-18,288410,NiSSan,2019,86625,dIeSeL,automÁTiCA,116067.14,tRaNsFERêNcIA bAncáRiA,complETO,sIm,54410.0,5,nÃO,,True
53600,b2b,2024-06-22,618662,NIsSAN,2020,63155,gASOlINa,AUTOMáTIca,116067.14,carTÃo de cRÉdITO,cOmPLeTo,nãO,,0,SIm,CLienTE dEsiStIU,True
55029,b2C,06 de July de 2023,280558,ford,2016,124463,DIeSeL,MAnuAl,89561.76,fInAnCIAmento,em andAmEnto,N,,0,SIM,ClIEnte dEsIstIU,True
25183,b2c,2024-06-03,476596,hYUNdaI,2016,136759,gaSOlINA,mANUAL,89561.76,CArTaO dE CRediTO,cOMpLETO,SiM,48437.0,10,Nao,,True
13218,B2B,2023-03-27,802395,nissAn,2013,175758,EléTriCO,mANuaL,72948.61,tRANsFeRÊNCIA baNcáRiA,complEtO,SIM,33044.0,15,SIm,ClIEntE dESisTiu,True
38369,b2B,01 de October de 2022,665037,ChEVRoLET,2016,129889,gasOlInA,AutOMÁTicA,85083.67,TRaNSFerêNciA baNCárIA,complEto,NÃo,,0,SIm,PRoBLEMA Na DoCUmeNtAçãO,True
11896,B2C,25 de March de 2023,152686,NIssAN,2015,165985,DiesEL,maNUaL,85083.67,CARtÃO de crÉDiTo,coMPlETo,N,,0,sIm,pRoBLEMA na docuMENTAÇÃO,True
83531,b2c,03 de July de 2024,207667,VoLKSWAGEn,2016,120400,HÍbRIDo,mAnuAl,89561.76,FInaNcIAmEnto,EM ANdameNTO,SIM,47914.0,10,nÃO,,True
64314,b2B,15/03/2024,923818,Ford,2011,200785,elÉTrico,Manual,65836.12,cArtÃO DE créDito,cOmpLEto,NãO,,0,nÃo,,True
26484,b2c,2023-12-25,937210,VolKSwaGEn,2012,211905,hÍbridO,AUtoMáTIcA,72948.61,CartÃO de CrÉDITO,COmPlEtO,NaO,,0,SIM,CLiENtE DEsiStiu,True
57893,B2B,16 de February de 2022,714995,VOLkSwagEN,2010,210727,GaSOLINa,maNuaL,62544.32,CaRTÃO DE CRÉdIto,CoMpleTo,nÃO,,0,siM,probLeMA na DoCuMEnTaçÃO,True
17672,B2C,2023-08-25,460485,nISSAn,2014,193389,HÍBRIDO,manUal,80829.49,cArTão DE CréDITo,cOMpLEto,nãO,,0,sim,PrObLeMA Na dOCUMEnTação,True
65619,B2B,2022-11-25,738463,Ford,2017,112429,hÍBridO,AuToMÁTicA,89561.76,TRANsFErÊnCIA BANCárIA,CoMpLetO,Não,,0,NÃo,,True
12509,b2c,18/07/2022,269509,voLKswAGEn,2014,177051,HÍbriDo,mAnUaL,80829.49,TRansfERÊncIa BaNCária,cOmplEtO,nÃo,,0,sIm,fiNANciAmEnTO NegAdO,True
5911,B2c,18 de June de 2023,615685,HONda,2013,173628,hÍBrIdO,mANUaL,76788.01,caRtÃO De CrÉDitO,CoMPleto,NÃo,,0,nÃo,,True
26009,b2b,25/01/2022,165375,hyundAi,2015,164689,gasOLiNa,mAnuAL,80829.49,CARtão De créDiTo,cOmPLeTo,NÃO,,0,siM,CLientE dESIstiU,True
42910,b2C,22 de July de 2023,979026,volksWAgen,2017,107062,dIeseL,AUToMÁTiCa,94275.53,fiNAnciameNTo,em AnDameNTo,NÃo,,0,sim,prOBLEMa NA documeNTAção,True
46771,B2B,21/02/2022,663893,hyunDai,2018,108135,hÍbRiDo,MANuAl,94275.53,fiNAnCIAmeNtO,eM anDAmeNto,siM,38865.0,10,sim,PROBleMa Na docuMEnTAçÃO,True
91340,b2b,17/10/2023,387266,hyundaI,2012,216736,gASolinA,autOmáticA,69301.18,FInancIAMeNto,Em anDamEnto,NaO,,0,SIM,cLIEntE DesIstiU,True
12489,b2c,18 de June de 2023,510370,VoLkswaGeN,2018,102916,híbRIDO,MAnUAl,99237.41,cARtÃo dE cRéDItO,complETo,N,,0,sim,FinanciaMEnTo NEgadO,True
80876,B2c,10 de April de 2022,240826,nisSAN,2011,230831,gasOLIna,AUtOmÁTICA,69301.18,TRanSFerêNcia baNCáRIA,cOMPLeTo,nÃo,,0,Não,,True
23457,b2C,22/09/2022,568232,toyOta,2017,106978,eLéTRICo,aUtoMÁtiCa,94275.53,TransFerênCIa BancáRIA,coMPLeTO,N,,0,NÃO,,True
99012,B2B,2024-09-16,880399,fOrD,2020,73572,GASOLIna,MaNuaL,116067.14,FInaNciameNTo,em AndaMentO,sIm,49387.0,15,sIM,Cliente dESIstiU,True
22950,B2b,13 de August de 2022,760482,hYUndAI,2011,227240,ElétricO,AUtOmÁTicA,65836.12,trANSFerÊNciA BANcÁriA,ComPleTo,Não,,0,NãO,,True
25233,B2b,16/08/2024,764578,HoNDa,2017,105245,GASoLINa,AUTOMátIca,89561.76,FInANCiaMENTo,EM ANdaMENtO,nÃO,,0,nÃo,,True
98152,B2B,29/05/2023,487238,toyOta,2022,33772,diesEL,MaNUal,128606.25,FiNaNcIAMEnTO,EM ANdameNto,nãO,,0,SiM,ClieNtE DesiStiu,True
25692,B2b,21/04/2022,284071,foRd,2012,238233,ELÉtriCo,MAnUal,69301.18,caRtãO de crÉdito,coMpletO,NÃo,,0,SIm,PROBLemA NA DOcUMeNtaçÃo,True
18553,B2c,2024-03-08,611374,toYoTA,2018,117473,dIESel,ManuAl,99237.41,transFERÊnciA bAnCÁRIa,cOMPLeto,NÃo,,0,SIM,ProbleMA NA DoCuMENTaçaO,True
24156,b2C,07/06/2023,675308,ChEvROLeT,2011,206973,híBrIDO,auTOMÁtIca,69301.18,FINAnciAmEnto,em aNdameNTo,N,,0,NÃo,,True
6669,b2C,01 de August de 2022,718127,HOnDA,2011,255464,HíBRido,manUaL,69301.18,Cartão dE créDito,CoMpleto,nãO,,0,SiM,CLIeNTE dESIStIU,True
68910,B2C,2022-03-18,768741,hYuNdAI,2013,198471,DIeSEl,manUAL,76788.01,finaNCiamento,em andAmEnto,nÃO,,0,NaO,,True
81628,B2B,13 de March de 2024,788964,honda,2011,214347,HibRIdo,AUtoMÁTicA,65836.12,TRANsFeRênCiA bANCÁRia,COMpleTO,nÃO,,0,SIm,pRoblEmA NA DoCumeNTaçÃO,True
61439,B2c,2024-01-15,883324,Ford,2016,122717,eLÉTrIco,autOmÁtiCA,89561.76,fiNaNCIaMEnTO,EM AnDaMENtO,N,,0,sIm,prObLeMA NA dOCuMeNTaÇÃO,True
31634,B2B,2022-05-10,253259,HONDa,2016,156204,HiBRIDO,AuTOMáTiCa,85083.67,carTãO dE CrédIto,COMPLeto,nãO,,0,N,,True
81854,B2c,2022-05-12,620761,CHeVrOLET,2016,135111,dIEsEL,AUtOmáTIcA,89561.76,fInAnCIaMeNTO,em AnDamENto,SIm,19310.0,15,nÃo,,True
37644,B2C,06/03/2023,637193,cHevROleT,2022,35735,eLétrico,auTOMátiCa,135375.0,FiNanCIaMENTo,EM AnDAMenTo,sim,46938.0,10,sIm,PROBLeMA NA DoCUmenTAÇÃO,True
37185,B2b,22 de August de 2022,186303,HYUNdaI,2021,50908,elÉTRICO,AUtOMática,122175.94,trAnsFerênciA BaNCáRIA,coMPLETo,Sim,79356.0,5,NÃO,,True
67591,b2C,2024-02-15,519684,VoLKswAgeN,2018,106829,HíBrIdo,manUAl,99237.41,FinanciAmenTo,Em aNdamENTo,NãO,,0,sIM,prObLEmA NA dOCUMentAÇão,True
23298,B2b,26/03/2023,899940,fOrd,2018,103865,gasolINa,MaNuAL,94275.53,TrANSFeRÊNCia bANcÁRIA,coMpleTo,NÃO,,0,sIm,fiNaNCIAMeNTO nEGADO,True
23311,b2C,2023-02-11,576039,HOnDA,2016,120969,gasOliNa,AuToMÁTICA,89561.76,cARtão DE cRédIto,CompLetO,sim,35555.0,15,nãO,,True
89024,b2B,14 de September de 2022,602146,nissAn,2014,191780,dIEsEl,mANuAL,76788.01,FinANcIamENto,em AndAMento,nÃO,,0,siM,cLienTe DESisTIU,True
